Ticker,Industry,Score,IV0,GP_EV,PB,NCAV,GPOA,REV_G,IE_G,OMGN,Beta,Performance
FNKO,125,0.0,-172.1543,62.6198,-114.1989,-145.8678,70.4227,28.5063,1.7322,,1.479,-0.3499
EME,50,0.0,-15.7595,21.4319,-389.5484,-100.117,90.8529,11.8396,12.374,5.1,0.8749,1.2117
ICFI,116,0.0,-67.3193,24.9031,-239.9329,-135.7387,46.1666,14.611,-6.1908,6.1103,0.7858,0.345
GTES,66,0.0,-53.5481,20.3574,-113.9802,-131.8317,23.4713,2.2968,1.0858,11.1614,0.9724,0.2628
EVGOW,45,0.0,-2174.9353,-0.8048,-14.1349,-0.0061,-2.0858,145.7369,12.0416,,,-0.8447
AMBA,132,0.0,-106.6312,7.4199,-498.7244,-93.1911,52.3349,1.7327,-10.7666,,1.3289,-0.3675
TDUP,27,0.0,-276.3287,105.906,-183.4815,-108.049,297.1068,14.5306,31.9505,,,-0.2372
FUBO,90,0.0,-1100.4429,-13.3262,-62.9059,-267.1279,-8.781,57.8879,39.8805,,1.1469,0.2727
NRG,46,0.0,140.3467,27.3502,-192.8351,-217.9128,35.8486,16.8735,-6.3333,7.0507,0.9532,1.0776
NVTS,132,0.0,-155.8294,1.1755,-291.8772,-90.6263,4.3535,59.8542,-487.0972,,,-0.3639
SKM,139,0.0,62.1865,110.8385,-45.7498,-311.5134,77.8403,3.322,1.4588,9.5871,0.6923,0.0948
PL,121,0.0,-159.9155,14.2577,-185.4022,-69.4365,56.1765,45.7644,11.1287,,,-0.4504
FLNC,66,0.0,-162.6787,-3.0388,-369.6998,-79.0939,-38.5957,76.0668,,,,-0.2247
IFF,74,0.0,-97.7432,12.7663,-123.6432,-146.533,14.7037,6.7261,16.3887,8.4646,0.9712,-0.0495
HOFT,62,0.0,-120.8726,51.6352,-74.3214,-72.6214,38.6653,-1.7705,9.6148,,0.7672,0.3323
GILT,121,0.0,-28.0494,42.7583,-118.7282,-72.3511,55.1678,11.5691,1.6905,4.6539,0.7837,0.1172
TGEN,66,0.0,-138.0822,40.2406,-155.4798,-55.4006,64.8176,2.4778,10.1306,,0.9102,-0.4108
GCI,93,0.0,-309.6142,80.9309,-92.5736,-669.683,79.6064,1.5329,44.2287,1.6483,1.1242,0.2353
AFRI,107,0.0,-153.1334,6.0443,-666.6711,-136.7372,13.1814,8.5039,5.6598,0.8012,,-0.078
DOCU,33,0.0,-100.7634,17.2726,-1906.8931,-105.8996,641.7425,19.3954,-124.0582,,1.3287,0.005
ESTC,33,0.0,-114.4125,14.6008,-1413.2837,-100.5399,1507.5792,23.9589,3.9804,,1.3751,0.6922
SNOW,33,0.0,-102.1725,2.9379,-912.1638,-94.1381,92.2897,69.4098,-8.3099,,,0.0123
ONON,134,0.0,-82.2296,9.1988,-809.5846,-91.773,121.1355,68.6586,-14.2722,6.9634,,0.1051
MYPS,33,0.0,-88.7163,57.979,-161.2301,-72.3593,121.7428,-1.2513,0.3803,,,-0.252
LMB,50,0.0,-14.8965,54.1422,-186.5504,-82.7293,103.5435,1.3115,-8.6568,2.8775,0.695,1.3416
LBRDA,26,0.0,-128.2243,,-132.7213,-152.2661,,-1.3158,16.1554,2.8718,1.033,-0.3415
TV,22,0.0,-100.135,0.099,-17644.7847,-100.2758,12.7412,-7.1699,-49.3202,6.4306,1.0776,-0.3046
LCUT,66,0.0,-118.3385,74.7114,-49.4593,-160.878,55.4134,-15.6748,6.0858,3.5295,0.9265,0.8607
DIS,133,0.0,-83.8547,12.5575,-161.8478,-137.0315,19.514,22.7002,-6.0201,8.184,1.0599,0.2306
ROAD,83,0.0,-97.9582,7.9346,-310.5183,-115.3093,17.5021,42.925,-11.4894,2.4384,0.9751,1.0824
UPWK,45,0.0,-130.2545,33.248,-602.5523,-92.1656,361.9145,22.9757,4.0992,,1.1309,0.0716
RAMP,45,0.0,-102.1518,44.2756,-157.7125,-65.8372,99.4585,12.8488,12.8858,,1.1098,0.5426
SANM,47,0.0,22.5273,18.7562,-192.382,-73.2417,38.0225,17.5305,1.7864,4.4989,0.9749,-0.003
MTZ,146,0.0,-118.8747,11.5833,-271.0772,-134.6436,21.3006,22.9666,-7.7569,1.2796,1.0257,-0.0199
CSTE,23,0.0,15.6557,139.6281,-33.2243,-41.181,40.7062,7.286,14.5799,1.902,0.8446,-0.0048
LHX,66,0.0,-73.7206,11.8146,-190.2733,-122.1467,19.8758,-4.2214,3.5975,11.3058,0.7467,0.0715
TSN,76,0.0,111.8699,24.734,-98.7321,-135.1333,24.6043,13.2479,-10.9611,8.2767,0.6875,0.0083
POWWP,101,0.0,-98.0673,2.3602,-618.7798,-96.1392,15.5057,-73.7171,0.4621,3.7486,,0.1348
RPM,108,0.0,-44.1431,20.8752,-499.0193,-110.5198,59.5973,8.1799,-8.0235,10.9145,0.9503,0.3648
AGCO,66,0.0,50.7988,30.39,-237.0178,-99.3806,65.8772,13.5847,-12.7417,10.3348,1.0204,-0.0537
CHRW,68,0.0,9.6407,14.8611,-800.0655,-108.2146,60.1418,6.9019,33.063,5.1294,0.774,-0.2521
BYRN,66,0.0,-115.4791,18.0241,-360.6154,-80.2305,101.3577,13.9374,30.4154,,0.5388,0.8011
SMHI,75,0.0,-401.0445,-2.9856,-53.595,-248.0556,-2.1921,27.1345,15.0927,,0.942,0.8134
USAS,82,0.0,-291.2443,-6.6857,-99.5433,-168.1168,-7.7234,121.0081,5.0522,,0.9522,-0.5208
MZTI,107,0.0,-64.7132,7.4393,-616.0082,-97.4303,50.2159,8.7174,-2.0812,9.1344,0.6306,0.0392
AMC,90,0.0,-202.3477,23.7588,999999.0,-265.1705,139.5957,54.7292,,,1.2334,-0.9381
TTWO,133,0.0,-144.3229,10.2871,-222.8341,-119.695,20.5736,52.6449,-137.3546,,0.8342,0.2537
TKC,139,0.0,-89.3946,4.398,-324.119,-113.6089,11.968,24.2869,-67.3336,4.5123,0.7351,0.2244
GO,57,0.0,-71.0224,35.9574,-248.6257,-142.7383,78.7305,16.1879,-10.0015,2.6548,0.58,-0.0149
DNUT,57,0.0,-119.2136,33.2304,-195.1837,-164.8643,55.0121,10.5105,2.7537,2.1702,,-0.0317
CSPI,45,0.0,-67.4078,46.3693,-155.4918,-49.8203,99.1887,10.4719,-14.4422,,0.7079,1.6395
ARRY,88,0.0,-132.252,5.0432,-776.9774,-112.4971,20.2783,91.9034,-151.9069,,,-0.3515
MLKN,94,0.0,-46.6389,52.9274,-92.1446,-209.1662,52.6665,3.5758,-0.4042,4.8421,1.1057,0.3188
TISI,102,0.0,-2015.8814,80.1127,-20.2099,-687.7985,58.3331,5.7934,-127.0422,,1.24,0.4489
VMI,81,0.0,-35.7166,15.1768,-406.115,-100.705,48.2471,24.0942,-16.1372,9.9706,0.8868,-0.3073
BL,33,0.0,-116.1042,9.0197,-2968.5038,-113.2668,88.4353,22.8402,61.6201,,1.1333,-0.069
RELL,48,0.0,2.8941,30.3824,-188.5723,-56.0675,62.2969,16.9344,-17.279,9.5089,0.9099,-0.5816
GENI,133,0.0,-195.3363,0.3123,-177.7116,-96.0982,0.611,29.7996,18.3186,,,0.1084
MATW,81,0.0,-132.5386,30.1254,-206.2111,-170.1452,42.9283,5.4681,23.4642,2.1855,0.8244,-0.1748
ATAT,65,0.0,-95.0524,1.0461,-5912.234,-102.0512,999999.0,6.133,-110.3037,7.611,,-0.2703
HITI,105,0.0,-203.2477,66.5566,-83.4141,-135.9948,58.3976,98.4575,-6.5979,,,0.6264
HWKN,135,0.0,2.992,16.5279,-255.6903,-100.2264,36.3623,20.1509,-15.6691,9.5964,0.7707,0.7157
SYY,58,0.0,-34.065,30.4053,-1772.6579,-127.3139,119.192,11.143,-44.3918,4.1107,0.8159,0.0705
MTRX,50,0.0,-228.9478,30.4415,-80.4785,-64.3321,22.5503,12.3259,20.299,,1.0663,1.3759
QTWO,33,0.0,-153.5087,15.4725,-339.2254,-127.3522,39.1747,13.425,26.5252,,1.4933,1.0569
AAP,8,0.0,-53.4474,53.7162,-260.7574,-147.3435,114.3503,-16.8132,16.9134,5.7342,0.9671,-0.2925
BZUN,27,0.0,-95.7556,45.1153,-132.7418,-60.5434,82.7118,-10.596,12.4204,0.5528,1.3031,-0.6246
SPNS,33,0.0,-30.4993,19.5204,-279.0755,-98.2373,66.3582,2.9718,1.4352,14.0059,1.0412,0.5051
COMM,121,0.0,-733.0801,17.1821,999999.0,-719.8854,22.8679,-14.0796,,3.9058,1.4241,-0.8069
CVGW,136,0.0,-88.5628,11.3644,-215.5802,-105.78,24.6019,-27.1009,1.5479,0.8818,0.784,-0.0583
BKR,97,0.0,-44.7539,13.9054,-188.2372,-112.8194,23.5357,3.1899,13.2629,8.9336,0.9826,0.1938
CNNE,127,0.0,-132.8129,2.4203,-54.4473,-104.9994,1.2333,-10.5151,18.7423,,1.0903,0.112
MLCO,65,0.0,-160.3516,1.0031,999999.0,-142.5558,3.9224,-32.9156,,,1.1763,-0.4234
QVCGA,27,0.0,-554.0242,66.2306,-72.1783,-2095.3229,65.8397,-13.7995,82.418,3.5354,1.5448,0.1414
XYZ,33,0.0,-93.3864,15.6346,-238.7876,-94.9056,41.7453,-0.7339,-420.6245,,1.7856,0.1538
MVIS,66,0.0,-136.8215,0.1514,-507.2854,-85.05,8.0205,-73.44,20.4099,,1.0075,-0.367
API,33,0.0,-108.7064,8.8088,-213.7136,-73.4595,33.0806,0.4545,15.9306,,,-0.2983
RRBI,65,0.0,,,-127.6524,-930.3655,,10.0085,10.866,,0.6901,-0.0149
MSTR,33,0.0,-166.5243,6.9386,999999.0,-174.1826,20.3004,-2.8908,,2.5483,1.7579,4.401
CCO,2,0.0,-632.4162,13.5193,999999.0,-1361.4962,39.3078,-21.8907,,20.1604,1.6724,0.3083
CRNC,33,0.0,-86.0818,18.2708,-155.3529,-128.6966,26.5761,-15.3135,30.912,11.6929,1.1833,-0.4692
WDC,48,0.0,-185.3385,9.2341,-77.2016,-146.5283,8.2371,-66.7163,3.1176,,1.1308,0.8272
DLTR,41,0.0,-55.2681,16.7402,-362.8699,-124.0218,50.1401,-41.445,-13.3834,13.6268,0.7948,-0.0614
AUR,45,0.0,-243.7089,,-90.8487,-43.3592,,-17.0732,46.6188,,,1.0576
RPID,18,0.0,-436.5064,999999.0,-33.5878,104.5674,-15.3816,-26.2526,25.7087,,,-0.2595
ADAM,33,0.0,,,-35.8742,-754.4642,,-97.1117,23.3438,,0.8889,-0.1956
NPKI,97,0.0,-92.5991,13.7505,-81.6371,-57.9887,11.6723,-68.6078,8.5119,7.4806,0.9684,0.9117
NTWK,33,0.0,-216.8806,73.5422,-81.4346,-32.5524,62.989,-8.4802,27.6722,,0.6974,0.0795
CMTL,121,0.0,-174.0887,32.2003,-60.3266,-134.0719,26.4412,-16.41,-14.1936,,1.2519,-0.7468
CCSI,33,0.0,26.0244,21.7945,999999.0,-210.7912,67.6067,2.9172,,41.9207,,-0.5576
DXC,45,0.0,-243.1435,40.5534,-143.6746,-202.8721,54.3345,-11.2819,28.9302,,1.1207,-0.1761
LION,90,0.0,-150.6389,14.0804,999999.0,-226.0855,34.5182,13.6181,,5.619,,0.0522
CACI,45,0.0,-33.9579,6.8086,-209.4788,-131.0575,11.8108,8.0547,-5.5932,8.4669,0.7806,0.2463
CCCS,33,0.0,-98.1806,9.3929,-270.9437,-114.3568,22.5795,13.6803,-9.1688,6.6358,,0.3021
WAVE,46,0.0,-105.9784,0.0035,-1258.918,-93.1813,0.6173,-16.129,32.9804,,,-0.5857
AI,33,0.0,-123.0608,5.8324,-411.4441,-80.6846,90.828,5.5531,6.0448,,,-0.2326
BIDU,34,0.0,-93.1758,2.0468,-1259.3045,-97.9531,40.4893,-7.4156,-6.1857,21.2967,1.0607,-0.2809
PINC,102,0.0,-53.0682,22.9278,-149.8258,-109.5818,32.9418,-23.5581,-3.8022,22.2884,0.5811,-0.3141
KRNT,66,0.0,-92.4901,17.017,-111.3104,-47.0525,20.5839,-15.6792,5.5169,,1.6053,-0.109
LPTH,132,0.0,-128.4969,21.9115,-146.46,-90.9854,32.7271,-7.3827,-20.9251,,1.045,0.0071
COOK,37,0.0,-284.83,24.2087,-150.5025,-161.5981,29.4854,-16.5037,44.7431,,,-0.4404
LBTYA,26,0.0,-276.9073,20.8312,-20.4434,-387.9423,9.2257,-61.0379,11.8158,4.2862,0.8508,-0.1451
LBTYK,26,0.0,-266.5651,20.4183,-21.7128,-371.1089,9.2257,-61.0379,11.8158,4.2862,0.8464,-0.1521
SAP,33,0.0,-50.2359,16.945,-287.1294,-108.7451,48.8983,9.5203,-3.191,20.4987,0.9327,0.5434
LGIH,63,0.0,-32.9247,16.06,-161.8084,-44.5724,21.4746,-24.4478,-17.6641,16.9284,1.0831,-0.076
LASR,132,0.0,-129.0408,14.2641,-171.5015,-59.2265,31.2498,-10.3973,10.3557,,1.2627,0.2377
HNST,27,0.0,-246.8068,60.7147,-114.2485,-33.6838,70.3658,-1.5654,18.283,,,1.0889
RVTY,18,0.0,-87.7233,9.6357,-226.345,-119.9642,17.5737,-13.4799,-3.3836,22.4257,1.0108,-0.2311
GLDD,83,0.0,-213.7774,4.6225,-97.6049,-210.1926,4.5628,-10.6546,7.7136,,0.9214,0.5635
CRSR,35,0.0,-120.4562,14.9852,-283.8447,-98.8403,39.9279,-27.7807,-15.3568,,,-0.3444
PTC,33,0.0,-73.3295,9.586,-656.0632,-108.3083,45.855,6.9827,-12.6353,25.0134,1.0184,0.4553
NEOV,66,0.0,-112.1957,0.8302,-1312.5924,-92.2682,15.4135,-22.7495,-147.0699,,,-0.4531
BBAI,33,0.0,-262.5984,9.1984,999999.0,-162.6099,29.8826,6.4797,,,,-0.2377
SWIM,111,0.0,-86.4952,35.5914,-85.6737,-168.8787,32.6477,10.3544,-8.2413,4.3134,,0.2692
ZM,34,0.0,-62.9442,20.2203,-349.561,-79.4366,414.7045,7.1489,-7.3804,5.5869,0.8011,-0.1362
LUXE,27,0.0,-81.3446,95.2583,-118.7019,-50.9958,119.4292,11.3731,-11.9129,,,-0.5121
GSAT,139,0.0,-122.9959,3.6932,-667.4206,-115.6549,17.5986,19.4751,13.8631,,0.8707,0.1724
LOW,120,0.0,-37.4657,22.0262,999999.0,-131.0463,175.7109,0.8984,,10.6299,0.9696,0.2478
ABM,42,0.0,3.0716,,-162.2015,-155.2503,,25.3347,-6.7048,4.4667,0.9032,0.0132
APPN,33,0.0,-124.806,10.6122,-2218.0219,-99.9358,493.461,26.7379,37.7129,,1.3202,-0.1553
AGYS,45,0.0,-88.8398,6.004,-1443.472,-96.9463,378.4227,21.7842,-9.0103,6.6781,0.941,-0.0056
ALM,103,0.0,-159.0501,0.871,-531.7854,-160.6927,2.1087,18.9428,-6.0226,,0.6262,-0.0491
FLS,56,0.0,-77.6159,19.4383,-228.2895,-108.7283,36.865,2.0915,-1.1572,4.9445,1.0254,0.389
SRAD,34,0.0,-82.183,15.7636,-392.8821,-107.6797,83.9103,30.1114,-2.9628,3.4557,,-0.0181
BDL,127,0.0,54.297,65.7697,-68.1937,-146.5056,59.1967,15.3146,-20.9632,4.4093,0.6755,-0.0104
SG,127,0.0,-176.1761,12.8386,-160.9832,-102.2847,33.0544,38.3174,17.1318,,,2.074
ONTF,33,0.0,-84.5724,439.5602,-116.7472,-22.104,999999.0,-6.2575,13.2724,,,-0.0874
BGS,107,0.0,-132.9515,12.7795,-99.2576,-322.4708,12.7538,5.1908,5.6602,9.1522,0.5758,-0.2357
APOG,10,0.0,33.1904,31.6845,-229.1196,-112.0384,61.3692,9.6439,-2.6435,8.7311,0.9594,0.3714
CARS,45,0.0,-81.3032,31.3323,-332.7886,-138.3955,65.3155,3.7026,3.4144,10.3541,0.9961,-0.1358
XPER,33,0.0,-239.37,113.1529,-102.4044,-87.3694,111.9386,3.2431,55.8066,,,0.0375
TRN,122,0.0,-308.1171,4.8696,-139.0724,-451.1259,5.4093,30.4288,2.0975,9.2196,0.9796,0.1594
EE,98,0.0,102.9669,15.6203,-33.6177,-160.7637,16.5463,178.314,-69.0062,7.828,,-0.3089
PRLB,81,0.0,-60.647,26.5604,-127.7652,-89.3819,34.8919,0.286,15.7931,5.5283,1.1535,0.0368
CAKE,127,0.0,-54.2655,63.0665,-574.238,-227.4725,198.4135,12.8304,11.5587,3.0431,1.0873,0.0884
BROS,127,0.0,-117.9112,8.4321,-727.4965,-145.8843,40.9712,48.4329,-17.8951,,,0.0003
YETI,125,0.0,-55.0997,23.0527,-656.6745,-94.9792,200.484,13.057,-1.6712,7.9212,1.4204,-0.0467
WEYS,7,0.0,116.144,64.5076,-94.2681,-48.0686,61.0095,31.4212,-11.177,11.4759,0.7913,0.2307
CCJ,103,0.0,-90.6797,1.6162,-269.3513,-96.6608,5.1259,26.6456,-20.4314,0.8332,0.971,0.8255
REVG,9,0.0,-65.2738,30.9951,-129.0628,-99.8472,37.1677,-2.0665,12.047,1.9815,0.8852,1.2331
INSG,139,0.0,-770.902,30.1329,999999.0,-337.3683,75.1643,-6.5076,,,1.2935,-0.531
MRT,126,0.0,-120.1499,-1.541,-6640.9489,-102.514,-38.4113,48.3985,62.9634,,,-0.9182
ALG,66,0.0,-35.6267,15.5898,-275.0618,-90.1304,36.1934,13.4455,-11.2939,9.817,0.872,0.1744
AUDC,139,0.0,-11.9114,45.5701,-231.5752,-96.3911,125.3377,10.5146,7.6585,11.3849,0.8108,-0.1337
RDNW,45,0.0,94.4423,67.7518,-48.805,-451.1098,58.3179,57.8604,52.2756,4.4006,1.1483,0.0248
VRA,7,0.0,-143.6023,161.0077,-70.3149,-46.5908,110.8815,-10.0427,26.8751,,1.0785,0.0868
OSK,9,0.0,-18.7541,21.0508,-163.5448,-98.4741,35.3292,7.0399,0.5805,4.5883,0.9778,0.5098
TOUR,143,0.0,-95.0011,2.2024,-449.8572,-91.5743,21.6759,-76.9714,15.5445,,1.1935,-0.5503
GEVO,74,0.0,-133.2806,-26.6352,-60.3221,-12.204,-2.802,120.4503,-10.6389,,1.0393,-0.5519
OLLI,41,0.0,-54.7433,19.7424,-263.771,-97.6927,60.0491,4.2221,-5.7745,7.1657,0.9608,0.2327
NSIT,27,0.0,-21.5226,29.03,-296.8086,-87.2941,67.8048,10.5454,-8.5369,4.0255,0.7935,0.2809
HMC,9,0.0,-73.5055,14.8001,-162.0173,-117.1978,22.1234,16.1828,-6.7741,4.6178,0.8068,0.4239
FRD,138,0.0,164.7311,62.5572,-70.8086,-21.3429,48.0753,91.9617,-44.8568,3.8488,0.7737,0.6457
VFC,60,0.0,-72.7942,41.1381,-283.7195,-166.5071,66.3007,-6.3544,17.5518,9.0063,1.1967,-0.3501
CC,74,0.0,44.8709,24.6669,-363.169,-180.5168,44.42,7.6596,-2.3105,11.5064,1.1544,-0.0449
TNL,65,0.0,-11.5688,42.5269,999999.0,-205.0207,79.976,13.5951,,19.3945,1.1368,0.2631
K,107,0.0,-68.8516,14.4066,-451.5244,-148.3796,35.8177,7.7126,-3.796,9.5709,0.5269,-0.0457
CIG,46,0.0,60.8727,26.9788,-86.7766,-192.7504,24.2213,5.4949,-11.9309,8.0465,0.9203,0.2197
TTSH,62,0.0,-4.2121,104.5863,-191.3507,-138.547,174.6966,6.4748,11.0085,5.7281,0.9404,0.4691
TNC,66,0.0,-49.9111,28.9699,-260.2809,-99.8291,60.5699,0.1283,-8.5038,7.6451,0.872,0.7886
PLXS,47,0.0,-32.8652,12.0249,-246.4693,-78.5139,27.0707,13.1351,-6.5646,4.7281,0.9154,-0.0189
AMWD,59,0.0,35.6902,29.9261,-99.1316,-130.027,29.7373,11.2543,-13.0557,6.673,1.1504,0.8907
SIFY,34,0.0,-95.4824,4.2642,-1737.4954,-107.5751,35.3919,23.6,-4.6247,7.9265,0.9375,-0.0079
AEO,28,0.0,16.951,77.6938,-150.5547,-125.7096,121.3777,-0.4181,-12.3266,5.3961,1.1195,0.9628
ERIC,121,0.0,95.3258,77.6424,-124.9317,-125.4775,99.2127,16.8875,-24.468,9.8532,0.9099,-0.0614
INUV,2,0.0,-311.8774,149.3121,-160.1879,-90.325,262.3682,26.3628,33.7073,,0.9239,0.1724
FDX,5,0.0,-44.8903,28.1408,-208.4654,-176.2773,48.1425,-3.5899,-4.6072,5.9209,1.0601,0.2295
ESGL,51,0.0,-119.4894,3.1108,-743.7899,-111.4901,17.1886,26.1135,-124.497,,,-0.9571
PII,67,0.0,28.2574,26.2518,-520.0601,-120.3388,69.123,15.456,10.177,9.3666,1.0595,-0.0987
PKOH,67,0.0,-148.0997,27.5098,-54.491,-200.7663,24.0379,16.9068,17.5185,3.2353,1.231,1.1981
SURG,2,0.0,-89.0609,20.9973,-1238.4025,-101.9089,234.065,138.0391,-44.1225,0.5151,0.5755,-0.1448
FRPT,107,0.0,-105.6089,6.1058,-308.2265,-94.5986,20.6971,39.92,-43.3224,,1.1706,0.7444
UNFI,58,0.0,-114.7218,118.7248,-88.3873,-225.9832,112.2249,7.695,2.6786,0.5219,0.6835,-0.5841
KELYB,116,0.0,45.8979,235.2754,-46.4877,-35.5972,91.8816,1.1345,6.1368,1.3755,0.605,0.5329
CAL,134,0.0,171.271,124.9337,-175.8252,-170.5366,183.5761,6.8597,-31.7657,7.319,1.048,0.7855
NCMI,2,0.0,-5973.3317,11.6567,999999.0,-6712.529,22.0784,117.452,,5.0963,1.4976,3.1385
SAM,13,0.0,-63.8765,22.3057,-378.5494,-98.1501,97.0717,1.1844,-8.6576,5.6712,0.8325,-0.0873
AA,6,0.0,59.8459,24.1975,-110.7303,-134.2652,31.8356,2.4605,-4.8536,10.6899,1.3575,-0.1511
DBI,28,0.0,227.5825,196.9953,-117.6497,-243.4414,220.9694,3.7179,-5.7372,5.5149,1.1272,0.1784
FTDR,42,0.0,-43.2754,27.4163,-3725.7388,-128.9523,187.8307,3.2134,-1933.3333,9.6513,0.8123,0.141
IQ,38,0.0,-101.1044,2.0273,-4970.6377,-107.9385,32.8191,-4.4173,-11.8158,5.1257,1.1931,-0.3997
CENTA,39,0.0,-23.5114,31.7083,-158.7871,-116.3519,42.3369,1.0565,-9.086,7.7888,0.7074,0.1294
CBRL,127,0.0,-54.3459,41.9661,-464.398,-163.0527,126.6541,5.356,5.4067,3.9101,0.9261,-0.3297
BWA,10,0.0,-17.8675,17.965,-130.338,-128.4597,22.2965,7.0491,-3.3875,8.5714,0.967,-0.1858
PZZA,127,0.0,-68.073,13.149,999999.0,-135.122,138.6017,9.9328,,6.0534,0.7515,-0.0812
FMX,13,0.0,-90.5089,4.072,-1701.524,-104.0718,54.1457,18.1347,-0.8009,10.6847,0.7403,0.3746
TRS,67,0.0,-55.575,14.5997,-175.5208,-118.8507,22.2907,3.1175,-3.3257,8.7245,0.9379,-0.0446
GES,7,0.0,193.5497,110.4632,-143.0951,-165.9002,154.9488,3.6934,12.2504,9.5056,1.0393,0.6681
AVAV,3,0.0,-105.6906,7.219,-436.1473,-91.0348,31.4613,21.2693,9.4112,,0.9694,0.5912
COHR,48,0.0,-198.3108,14.0836,-73.5285,-156.6969,15.0995,55.5833,-64.9215,1.5887,1.1373,0.5467
WFRD,97,0.0,-16.3323,24.1291,-750.3223,-121.1162,71.4831,18.8203,-11.0887,9.5128,,1.077
CSGS,45,0.0,-34.9129,28.368,-446.6373,-96.226,84.9141,4.1343,19.3063,11.4755,0.8076,-0.0417
JYNT,91,0.0,-90.9136,38.8866,-750.3241,-116.8457,370.656,26.7272,-7.5198,1.2409,1.2891,-0.2543
AXL,10,0.0,-31.8854,21.3313,-142.6791,-396.1813,23.2119,12.5238,-37.0249,4.7239,1.3334,-0.0794
AN,128,0.0,132.2203,42.4223,-312.6195,-173.6603,65.3458,4.4263,13.8494,7.4278,0.9409,0.1902
MRTN,144,0.0,-2.782,15.3076,-232.7862,-101.3539,38.2624,29.809,-8.0165,10.283,0.8309,-0.1378
MIND,66,0.0,-1190.0617,22.9562,-27.5138,118.022,44.6709,8.2443,23.8278,,0.9924,0.0696
AMCR,88,0.0,-44.9266,13.1014,-358.8818,-148.1937,26.8552,1.0314,1.2316,9.5549,0.7998,-0.138
GPK,40,0.0,-7.5208,14.5157,-349.4921,-171.8784,25.2693,31.9173,-13.5763,10.9852,0.8739,0.1317
AEP,46,0.0,-94.3912,13.625,-175.9083,-243.6146,17.5512,17.0884,-6.3589,19.6477,0.6943,-0.0232
COCO,13,0.0,-95.1379,9.5748,-778.9854,-89.2408,85.0624,12.72,-14.5486,0.7141,,0.237
WMK,57,0.0,-3.4807,66.5172,-166.7719,-94.7596,128.3758,11.1619,-6.7303,3.3444,0.5354,-0.2371
FORM,132,0.0,-71.7919,13.2917,-303.0775,-87.8148,50.5495,-2.8242,0.9188,7.3418,1.2716,0.4248
DLHC,116,0.0,146.4376,42.5626,-162.556,-122.2855,64.3994,60.5781,-40.3183,8.4211,0.8176,0.15
DG,41,0.0,-31.9502,23.549,-786.1347,-135.9403,97.1281,10.5914,11.5014,8.7946,0.7325,-0.252
ZWS,66,0.0,-72.6105,11.3675,-228.1436,-112.5797,22.982,40.718,-1177.6899,9.5569,1.124,0.5239
ERJ,3,0.0,-90.034,6.9239,-425.8025,-110.9339,24.5466,8.1769,-1.7766,4.8542,1.0876,0.5803
GDS,34,0.0,-108.2397,0.8543,-836.6877,-118.9033,3.9748,18.5379,3.0196,8.8605,1.2943,-0.6131
AEYE,33,0.0,-168.5058,30.2151,-774.5028,-100.2792,615.848,22.0789,39.825,,0.9463,0.338
ACI,57,0.0,39.9239,114.3974,-666.1837,-264.9266,226.772,8.0069,55.3013,2.8284,,0.0378
ARCO,127,0.0,75.8085,25.2738,-469.026,-206.8844,65.5886,36.052,-46.692,7.3067,0.8801,0.4634
BCO,68,0.0,-44.8176,19.3024,-527.5539,-203.4037,35.7747,7.983,-125.7324,8.7289,0.9018,0.372
ABG,128,0.0,156.6564,40.0819,-156.0142,-166.8189,50.7513,56.8852,-37.2394,8.2455,1.0806,0.0779
UNF,102,0.0,-43.5777,24.3394,-168.5536,-81.6147,45.1045,9.5611,-2.2915,6.7148,0.8178,-0.0523
BMBL,34,0.0,-122.0757,18.2417,-103.4035,-128.6452,24.44,18.7398,0.6555,4.7088,,-0.4302
FSLY,33,0.0,-174.8743,8.7593,-231.188,-112.4779,18.3713,22.1249,5.7986,,1.2828,-0.2714
SUZ,109,0.0,237.3704,22.3052,-164.3152,-213.5609,27.5776,22.8355,-118.5574,34.9883,0.695,0.6057
EVGO,45,0.0,-374.3496,-0.4781,-106.9041,-86.7787,-2.0858,145.7369,12.0416,,,-0.7163
NTES,33,0.0,-84.2058,2.9068,-1746.108,-96.4298,278.5257,10.1475,-9.5044,20.3414,0.7742,0.1225
H,65,0.0,-74.6612,9.3822,-317.6964,-152.546,22.7321,120.9336,-3.8138,14.0971,1.0097,0.3977
CCRN,116,0.0,298.4661,65.3605,-177.218,-77.0331,103.6703,67.2011,-53.6726,10.2616,0.891,-0.1989
MED,107,0.0,95.7539,114.5031,-698.9364,-92.8158,1693.1896,4.7501,23.4252,11.5607,0.912,-0.6476
BCPC,74,0.0,-68.0936,6.3771,-428.8407,-108.5325,21.3711,17.9388,-6.9861,15.4067,0.8085,0.1983
WIT,45,0.0,-15.682,14.135,-266.9069,-87.1323,48.9509,14.406,-18.6861,14.934,0.7564,0.2521
AMRC,50,0.0,-73.6354,8.4616,-278.0283,-135.2448,17.0653,50.0721,-22.5477,7.3417,1.3222,-0.5152
FIVE,41,0.0,-64.2424,9.9231,-839.9117,-106.9229,113.7865,8.003,-21.57,11.2161,1.1623,-0.1692
VSEC,83,0.0,-40.8141,6.7082,-126.1928,-97.5643,7.7821,39.0674,-7.714,8.0072,1.0276,0.738
