Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,IV0,IV1,IV2,Beta,Performance
ALGM,132,-0.00596129159261982,-512.8198,-99.5095,-1.7638,6.429,-0.3959,-1.4358,-50.8703,-108.0579,-114.3579,-30.9102,27.8164,-1.3705,-7.363,44.3482,,,2.1972,-106.2388,-105.9387,-101.7706,1.7638,0.0004
OZ,124,-0.006219837349516472,-78.1021,-179.5018,-0.5564,-1.0551,-3.4183,-8.0362,-180.2076,-211.6248,-180.3621,18.6779,-0.9073,-2.3515,-6.2765,,,,1.9459,-189.4561,-206.2483,-164.5207,0.5564,-0.0117
STEL,73,-0.0062970866420196175,-91.0591,-735.0597,-0.9054,,,7.9208,,,-20.7925,-6.5644,,,7.2126,,,26.9044,2.1972,-47.1909,-48.1214,7.8223,0.9054,0.0929
QURE,19,-0.006758735863706765,999999.0,-131.7908,-1.966,4.3086,-88.7156,-36.4633,-25.7029,-317.5945,-464.633,71.1734,999999.0,999999.0,999999.0,32.4201,,,2.0794,-214.0698,-350.6803,2.1293,1.966,4.7961
YXT,33,-0.006910676990129335,-537.5013,-109.7667,,18.7435,-17.132,-6.0295,44.655,-211.9368,-160.2952,-20.9418,209.2506,-153.0085,-32.4087,62.8628,,,2.0794,-136.6771,-136.6081,-84.1901,,0.0842
DOMO,33,-0.007132750530699688,999999.0,-175.4487,-1.5286,58.0486,-14.5784,-20.2329,464.2355,-275.9852,-302.3286,-0.6097,999999.0,999999.0,999999.0,74.4537,,,2.1972,-210.561,-203.4203,-37.0889,1.5286,0.6242
SLQT,137,-0.007684334424440441,-105.6987,-151.1169,-1.8582,49.8673,5.7786,6.3797,582.5297,-104.7827,-36.2028,15.4957,63.6832,5.9036,6.7433,38.722,4.487,2.5422,2.3026,-114.6011,-46.7281,618.9347,1.8582,-0.4687
CCOI,139,-0.009811117440504965,-1290.8676,-185.7989,-0.8902,9.5753,-4.3601,-7.2208,-33.4901,-193.0631,-172.2081,10.1158,26.936,-9.8123,-93.2112,38.0529,,,2.3026,-170.9811,-178.4503,-123.7714,0.8902,-0.2832
AFRM,55,-0.011192291180324844,-505.8355,-89.2252,-2.3962,10.3072,1.6004,0.3167,-23.8654,-118.6261,-96.8326,38.8038,25.1237,3.1207,1.6022,67.5112,10.4823,1.525,2.3026,-118.9835,-97.6873,134.0907,2.3962,0.4898
AGO,118,-0.012445202546429585,-79.451,-243.8832,-0.9103,,,8.8488,,,-11.5123,-19.803,,,7.0304,,,47.9607,2.1972,-39.0706,-40.0361,17.631,0.9103,-0.0784
IMNM,19,-0.012736478383329254,-238.7504,-61.5522,-1.2355,,-71.2989,-54.1857,,-333.5884,-641.8566,-35.5044,999999.0,999999.0,-129.3685,,,,1.9459,-174.0583,-159.3835,-48.2886,1.2355,1.0745
BKV,95,-0.013032987380498037,-116.821,-131.6648,,19.2879,-6.6556,-8.1881,58.7782,-165.8731,-181.8811,-18.6889,22.2475,-6.1415,-9.5654,63.6171,,,2.1972,-133.8445,-130.3853,-101.8221,,-0.0537
OGS,98,-0.015589887368479823,-144.917,-194.5699,-0.6884,9.9759,5.1358,4.6096,-34.8735,-101.745,-53.9035,-12.8898,12.1579,5.0073,6.6802,38.727,19.9374,10.3618,2.3026,-126.6084,-127.3451,-72.5684,0.6884,0.071
CLCO,75,-0.015708782327937307,-37.9579,-551.0625,,12.9322,11.3978,27.975,17.1006,-43.6114,179.7498,-10.7565,9.72,6.8534,10.6187,57.3269,50.5253,25.0726,2.1972,-185.2661,-190.071,108.3531,,0.7788
NAMI,102,-0.0162889330240009,-14806.9481,-99.6469,,0.4835,0.1173,0.1008,-95.8555,-98.7764,-98.9922,2.7181,188.1399,36.5224,14.9224,29.9745,7.2734,6.2662,2.0794,-98.9328,-98.7849,-97.5464,,-0.6881
GSBD,71,-0.017682933661912457,-78.6869,-264.0945,-0.7616,,,4.4185,,,-55.8151,-62.1574,,,3.4768,,,69.4692,2.0794,-71.5548,-72.3726,-41.8207,0.7616,-0.0929
THCH,127,-0.01833792209176233,999999.0,-385.572,-0.8521,11.5069,-15.5526,-53.168,-21.3822,-603.9821,-631.6804,-14.4892,65.6224,-70.9558,999999.0,17.972,,,2.1972,-411.0743,-397.4413,-235.4282,0.8521,-0.1507
NXC,71,-0.018831449807891112,-93.5033,-100.4383,-0.4856,,,2.1757,,,-78.2434,-54.4959,,,2.0343,,,76.2132,1.9459,-85.8535,-86.24,-71.4068,0.4856,0.0121
OXLCP,71,-0.019062646254157736,-108.7746,-141.4962,-0.4472,,,1.8213,,,-81.7871,-76.7665,,,1.9811,,,67.6461,2.0794,-88.7189,-89.1139,-76.0049,0.4472,0.042
QMCO,48,-0.021034185830993063,999999.0,-328.3651,-3.26,55.5005,-18.995,-100.158,745.8624,-546.2955,-1101.5797,-12.0481,999999.0,999999.0,999999.0,40.0762,,,2.1972,-378.6264,-339.5549,-5.4071,3.26,-0.164
BBU,50,-0.022212604500382867,-10.3851,-2440.5311,-1.1451,10.9935,8.5656,26.4374,-349.9089,-913.8172,164.3737,-28.2501,11.0031,6.8585,2.7456,15.3474,11.9579,1.2712,2.3979,-1641.0578,-1654.9261,67.0221,1.1451,0.3629
CDLX,34,-0.022418257957094668,-133.2815,-249.4291,-2.4856,50.1041,-26.331,-162.3399,778.0939,-803.4815,-1723.3987,-9.9953,55.4583,-23.3158,-216.3691,43.4405,,,2.1972,-501.1846,-467.2981,-200.3016,2.4856,0.0495
XIFR,46,-0.024251029476312663,-6.761,-839.8825,-1.192,4.6682,0.6623,-42.0294,-1120.155,-1693.1155,-520.2937,14.1002,4.0565,0.4604,-2.8416,59.0244,8.374,,2.3026,-1705.1284,-1646.7855,-1162.2962,1.192,0.0989
KW,123,-0.026138180373008385,-70.0639,-516.6123,-1.1775,5.7172,1.0477,-1.6401,-309.5101,-522.5883,-116.4014,-5.4247,6.0257,0.8834,-1.1491,70.5283,12.9245,,2.1972,-540.2467,-540.6168,-499.7492,1.1775,-0.1079
UPLD,33,-0.026444241666087137,-79.196,-456.3043,-1.8633,44.0137,-3.4195,-105.9897,1335.2224,-674.5015,-1159.8968,-7.7414,57.191,-3.5546,-83.9396,70.4899,,,2.1972,-596.5615,-585.4781,-464.943,1.8633,-0.2169
FRGE,70,-0.027134089159771446,-48.7902,-24.99,-1.1655,-229.0308,-548.7175,-48.2895,-261.8507,-608.4325,-582.8946,13.6177,-26.8363,-51.4361,-23.5605,,,,2.0794,-299.1264,-462.1601,44.9183,1.1655,0.8182
TORO,75,-0.02719789441672327,-14.541,8.7444,,3.535,-4.2091,9.4255,-202.415,-377.2631,-5.7453,0.402,1.6416,-1.5638,1.3706,20.8405,,19.6891,2.0794,-330.8389,-332.6368,-269.4808,,0.698
